item,item_code,quantity,unit_price,total_sales_amount,date,Type
BTL Eastside Dark,3118,2.0,5.0,10.0,2019-10-25,Beer
Breakfast BURGER,3033,2.0,8.0,16.0,2019-10-25,Breakfast
Tracks Scramble,3045,2.0,8.0,16.0,2019-10-25,Breakfast
Breakfast CLASSIC,3035,2.0,7.25,14.5,2019-10-25,Breakfast
RAIL Rum,3343,2.0,3.5,7.0,2019-10-25,Rum
Camel Menthol,3248,2.0,10.0,20.0,2019-10-25,Other
Cocktail of the Week,3250,2.0,4.0,8.0,2019-10-25,Special
Absolut,3286,2.0,8.0,16.0,2019-10-25,Vodka
Captain Morgan,3258,2.0,5.0,10.0,2019-10-25,Rum
Long Island,3204,2.0,8.0,16.0,2019-10-25,Cocktail
Texas Cosmo,3211,2.0,8.0,16.0,2019-10-25,Cocktail
CAN Mountain Dew,3152,2.0,1.5,3.0,2019-10-25,NonAlcoholic
Seltzer,3180,2.0,1.5,3.0,2019-10-25,NonAlcoholic
Shirley Temple,3182,2.0,1.75,3.5,2019-10-25,NonAlcoholic
Red Bull Yellow,3177,2.0,3.5,7.0,2019-10-25,NonAlcoholic
Red Bull,3175,2.0,3.5,7.0,2019-10-25,NonAlcoholic
Cranberry JC,3156,2.0,1.5,3.0,2019-10-25,NonAlcoholic
Hot Tea,3166,1.0,1.5,1.5,2019-10-25,NonAlcoholic
Iced Tea,3167,1.0,1.5,1.5,2019-10-25,NonAlcoholic
Red Bull SF,3176,1.0,3.5,3.5,2019-10-25,NonAlcoholic
Orange JC,3173,1.0,1.5,1.5,2019-10-25,NonAlcoholic
Pineapple JC,3174,1.0,1.5,1.5,2019-10-25,NonAlcoholic
Tonic,3187,1.0,1.5,1.5,2019-10-25,NonAlcoholic
Virgin Mary,3189,1.0,4.0,4.0,2019-10-25,NonAlcoholic
Brew Crew Margarita,3200,1.0,7.0,7.0,2019-10-25,Cocktail
Coffee,3153,1.0,1.5,1.5,2019-10-25,NonAlcoholic
Moscow Mule,3207,1.0,7.0,7.0,2019-10-25,Cocktail
Skyy Orange,3299,1.0,4.0,4.0,2019-10-25,Vodka
Jack Daniels,3315,1.0,5.0,5.0,2019-10-25,Scotch/Whiskey
RAIL Gin,3341,1.0,3.5,3.5,2019-10-25,Gin
2 EGGS,3036,1.0,2.0,2.0,2019-10-25,Breakfast
Desperado,3044,1.0,10.0,10.0,2019-10-25,Tequila
SIDE Sriracha Mayo,2865,1.0,0.25,0.25,2019-10-25,Side
Breakfast Sammy,3046,1.0,0.0,0.0,2019-10-25,Breakfast
Ham n Swiss,3048,1.0,7.0,7.0,2019-10-25,Sandwich
SHRIMP FRY,2735,1.0,9.95,9.95,2019-10-25,Fish
SIDE LG NACHO CHEESE,2816,1.0,1.5,1.5,2019-10-25,Side
SIDE BBQ,2821,1.0,0.25,0.25,2019-10-25,Side
SIDE Sm Nacho Chez,2852,1.0,0.75,0.75,2019-10-25,Side
VBALL TURBODOG,3419,1.0,4.0,4.0,2019-10-25,Special
DBL Hennessey,3449,1.0,11.0,11.0,2019-10-25,Brandy
DBL Korbel,3452,1.0,7.0,7.0,2019-10-25,Brandy
SHOT RAIL Whiskey,3460,1.0,3.0,3.0,2019-10-25,Scotch/Whiskey
PIT K4 Fantasy Factory,3360,1.0,15.0,15.0,2019-10-25,Beer
PIT Angry Orchard,3361,1.0,15.0,15.0,2019-10-25,Hard Cider
SHOT Crown Royal,3529,1.0,4.0,4.0,2019-10-25,Scotch/Whiskey
DBL Baileys Irish,3540,1.0,8.25,8.25,2019-10-25,Liqueur
SHOT Campari,3549,1.0,3.0,3.0,2019-10-25,Liqueur
DBL Bombay Sapphire,3486,1.0,8.0,8.0,2019-10-25,Gin
SHOT Tanqueray,3489,1.0,0.0,0.0,2019-10-25,Gin
Seltzer - Refill,3469,1.0,0.0,0.0,2019-10-25,NonAlcoholic
SHOT Jose Cuervo,3475,1.0,3.0,3.0,2019-10-25,Tequila
SHOT Skyy Raspb,3669,1.0,3.0,3.0,2019-10-25,Vodka
DBl Chopin,3634,1.0,8.0,8.0,2019-10-25,Vodka
SHOT Bulleit Rye,3590,1.0,4.0,4.0,2019-10-25,Scotch/Whiskey
DBL Seagrams 7,3594,1.0,7.0,7.0,2019-10-25,Scotch/Whiskey
DBL South. Comfort,3596,1.0,8.0,8.0,2019-10-25,Scotch/Whiskey
DBL Stoli Razz,3644,1.0,8.0,8.0,2019-10-25,Vodka
DBL D.E. Grapefruit,3650,1.0,7.0,7.0,2019-10-25,Vodka
DBL Ketel One,3658,1.0,10.0,10.0,2019-10-25,Vodka
SHOT Ketel One,3659,1.0,4.0,4.0,2019-10-25,Vodka
SHOT Seagrams VO,3325,101.0,2.1386138613861,216.0,2020-10-30,Scotch/Whiskey
BTL Miller High Life,3122,54.0,3.25,175.5,2020-10-30,Beer
Skyy Orange BOMB,3372,42.0,2.7619047619048,116.0,2020-10-30,Vodka
Skyy Apricot BOMB,3368,28.0,3.0,84.0,2020-10-30,Vodka
DBL RAIL Vodka,3455,28.0,5.375,150.5,2020-10-30,Vodka
PINT Spotted Cow,3140,23.0,3.9782608695652,91.5,2020-10-30,Beer
GRILLED CHEESE,2734,18.0,3.0,54.0,2020-10-30,Sandwich
SHOT Tullamore Dew,3327,18.0,3.7777777777778,68.0,2020-10-30,Scotch/Whiskey
PINT Moon Man,3349,16.0,0.75,12.0,2020-10-30,Beer
PINT Stein,3141,16.0,3.75,60.0,2020-10-30,Beer
PINT LKFT IPA,3136,15.0,3.3,49.5,2020-10-30,Beer
CAN PBR 16oz,3129,15.0,3.4666666666667,52.0,2020-10-30,Beer
SHOT Fernet,3507,15.0,2.6666666666667,40.0,2020-10-30,Liqueur
All American Burger,2840,14.0,7.6607142857143,107.25,2020-10-30,Burger
Locust St. Wings HALF,2858,13.0,5.1153846153846,66.5,2020-10-30,Appetizers
Cheese Curds,2728,13.0,8.0769230769231,105.0,2020-10-30,Appetizers
SHOT Jameson,3317,13.0,3.0769230769231,40.0,2020-10-30,Scotch/Whiskey
PINT LKFT Hazy Rabbit,3348,13.0,4.0384615384615,52.5,2020-10-30,Beer
Skyy Cherry BOMB,3370,12.0,2.3333333333333,28.0,2020-10-30,Vodka
Patty Melt,3705,12.0,9.0416666666667,108.5,2020-10-30,Sandwich
RAIL Vodka,3339,11.0,3.6590909090909,40.25,2020-10-30,Vodka
DBL Titos,3654,10.0,8.4,84.0,2020-10-30,Vodka
RIVERWEST BURGER,2714,10.0,10.6,106.0,2020-10-30,Burger
CHEESE burger,2841,10.0,5.35,53.5,2020-10-30,Burger
PC SHRIMP,2823,10.0,1.0,10.0,2020-10-30,Fish
FISH FRY,2722,9.0,10.833333333333,97.5,2020-10-30,Fish
Sriracha Strips,2730,9.0,8.0,72.0,2020-10-30,Appetizers
PINT Schlitz,3139,9.0,3.0,27.0,2020-10-30,Beer
Glass Water,3162,8.0,0.0,0.0,2020-10-30,NonAlcoholic
Locust St Wings FULL,2729,8.0,10.34375,82.75,2020-10-30,Appetizers
DBL RAIL Gin,3453,8.0,4.625,37.0,2020-10-30,Gin
Skyy Raspberry BOMB,3369,8.0,0.0,0.0,2020-10-30,Vodka
DBL RAIL Whiskey,3459,8.0,4.75,38.0,2020-10-30,Scotch/Whiskey
DBL Bulleit Bourbon,3587,7.0,8.1428571428571,57.0,2020-10-30,Bourbon
Buffalo Chicken Sammy,3707,7.0,8.0,56.0,2020-10-30,Sandwich
Nashville Hot Chicken,3706,6.0,9.1666666666667,55.0,2020-10-30,Entree
SHOT Jose Cuervo,3475,6.0,3.0,18.0,2020-10-30,Tequila
SHOT Cazadores Blanco,3481,6.0,3.3333333333333,20.0,2020-10-30,Tequila
PC Pollack,2800,6.0,2.25,13.5,2020-10-30,Fish
Coffee,3153,6.0,1.5,9.0,2020-10-30,NonAlcoholic
PIT Schlitz,3144,6.0,11.0,66.0,2020-10-30,Beer
CAN Press GF/CAR,3133,5.0,5.0,25.0,2020-10-30,Hard Seltzer
Soda/Juice,3183,5.0,1.5,7.5,2020-10-30,NonAlcoholic
BTL MGD,3121,5.0,3.25,16.25,2020-10-30,Beer
PINT Miller High Life,3137,5.0,3.0,15.0,2020-10-30,Beer
SIDE RANCH,2815,5.0,0.3,1.5,2020-10-30,Side
Perch FRY,2830,5.0,13.09,65.45,2020-10-30,Fish
SHOT Crown Royal,3529,5.0,4.0,20.0,2020-10-30,Scotch/Whiskey
SHOT Titos,3655,5.0,4.0,20.0,2020-10-30,Vodka
SHOT Skyy Raspb,3669,5.0,3.0,15.0,2020-10-30,Vodka
Tracks Big Boy,3704,4.0,10.125,40.5,2020-10-30,Breakfast
DBL RAIL Tequila,3461,4.0,4.0,16.0,2020-10-30,Tequila
Plain Chicken Strips,2867,4.0,8.125,32.5,2020-10-30,Appetizers
BTL Budweiser,3115,4.0,4.5,18.0,2020-10-30,Beer
COMBO FRY,2736,4.0,13.75,55.0,2020-10-30,Fish
BTL Modelo Especial,3124,4.0,4.5,18.0,2020-10-30,Beer
Cocktail of the Week,3250,4.0,4.0,16.0,2020-10-30,Special
Irish Coffee,3202,4.0,7.0,28.0,2020-10-30,Cocktail
White Russian,3215,3.0,5.0,15.0,2020-10-30,Cocktail
7-UP,3147,3.0,1.5,4.5,2020-10-30,NonAlcoholic
SHRIMP FRY,2735,3.0,10.656666666667,31.97,2020-10-30,Fish
DBL Tanqueray,3488,3.0,8.3333333333333,25.0,2020-10-30,Gin
PINT Angry Orchard,3352,3.0,4.5,13.5,2020-10-30,Hard Cider
House Red,3699,3.0,4.0,12.0,2020-10-30,Wine
DBL Skyy Orange,3676,3.0,7.0,21.0,2020-10-30,Vodka
SHOT Skyy Apricot,3667,3.0,2.0,6.0,2020-10-30,Vodka
BTL Hop Refresher,3703,2.0,4.5,9.0,2020-10-30,Beer
DBL Captain Morgan,3496,2.0,8.0,16.0,2020-10-30,Rum
DBL Absolut Citron,3656,2.0,8.0,16.0,2020-10-30,Vodka
PINT Abita TurboDog,3353,2.0,3.0,6.0,2020-10-30,Beer
PIT WATER,3400,2.0,0.0,0.0,2020-10-30,NonAlcoholic
Hendricks Gin,3427,2.0,5.5,11.0,2020-10-30,Gin
DBL Hennessey,3449,2.0,11.0,22.0,2020-10-30,Brandy
Triple Sec,3525,2.0,4.0,8.0,2020-10-30,Liqueur
DBL Jack Daniels,3526,2.0,8.0,16.0,2020-10-30,Scotch/Whiskey
DBL Jim Beam,3530,2.0,3.5,7.0,2020-10-30,Bourbon
SHOT RAIL Vodka,3456,2.0,1.5,3.0,2020-10-30,Vodka
Chili Cheese Poutine,2801,2.0,7.0,14.0,2020-10-30,Appetizers
SIDE HOT SAUCE,2817,2.0,0.25,0.5,2020-10-30,Side
SIDE BLEU CHEZ,2818,2.0,0.25,0.5,2020-10-30,Side
Chix Caesar Salad,2871,2.0,9.5,19.0,2020-10-30,Salad
Cup SOUP,2872,2.0,2.75,5.5,2020-10-30,Side
SIDE Cocktail Sauce,2845,2.0,0.25,0.5,2020-10-30,Side
SIDE Mayo,2849,2.0,0.25,0.5,2020-10-30,Side
Coke,3154,2.0,1.5,3.0,2020-10-30,NonAlcoholic
Orange JC,3173,2.0,1.5,3.0,2020-10-30,NonAlcoholic
Red Bull,3175,2.0,1.75,3.5,2020-10-30,NonAlcoholic
Bloody Mary,3199,2.0,7.5,15.0,2020-10-30,Cocktail
Bowl SOUP,2713,2.0,4.0,8.0,2020-10-30,Side
House Salad SM,2837,2.0,3.5,7.0,2020-10-30,Salad
Chix Caeser Wrap,2838,2.0,9.75,19.5,2020-10-30,Sandwich
CAN Press Blk/Hyb,3130,2.0,5.0,10.0,2020-10-30,Hard Seltzer
CAN Press Pom/Gin,3131,2.0,5.0,10.0,2020-10-30,Hard Seltzer
CAN Press Lime,3132,2.0,5.0,10.0,2020-10-30,Hard Seltzer
CAN Crispin 16oz,3128,1.0,6.0,6.0,2020-10-30,Hard Cider
PIT Miller High Life,3142,1.0,11.0,11.0,2020-10-30,Beer
PIT Miller Lite,3143,1.0,11.0,11.0,2020-10-30,Beer
Bacardi,3255,1.0,0.0,0.0,2020-10-30,Vodka
Titos,3307,1.0,5.0,5.0,2020-10-30,Vodka
Tanqueray,3219,1.0,5.0,5.0,2020-10-30,Gin
SHOT Jagermeister,3234,1.0,4.0,4.0,2020-10-30,Liqueur
SIDE Sm Nacho Chez,2852,1.0,1.25,1.25,2020-10-30,Side
SIDE Tartar Sauce,2834,1.0,0.75,0.75,2020-10-30,Side
Tater Tots,2836,1.0,2.0,2.0,2020-10-30,Side
Cup Chili,2873,1.0,2.5,2.5,2020-10-30,Side
BTL Bud Light,3114,1.0,4.5,4.5,2020-10-30,Beer
CAN Coors Light,3116,1.0,4.0,4.0,2020-10-30,Beer
BTL Corona,3117,1.0,4.5,4.5,2020-10-30,Beer
BTL Eastside Dark,3118,1.0,5.0,5.0,2020-10-30,Beer
BTL LH Milk Stout,3119,1.0,6.0,6.0,2020-10-30,Beer
SIDE BBQ,2821,1.0,0.25,0.25,2020-10-30,Side
SIDE LG NACHO CHEESE,2816,1.0,1.5,1.5,2020-10-30,Side
SIDE THOUSAND ISLE,2752,1.0,0.25,0.25,2020-10-30,Side
French Fries,2731,1.0,2.0,2.0,2020-10-30,Side
DBL RAIL Rum,3457,1.0,0.0,0.0,2020-10-30,Rum
SHOT RAIL Rum,3458,1.0,3.0,3.0,2020-10-30,Rum
DBL Jose Cuervo,3474,1.0,0.0,0.0,2020-10-30,Tequila
SHOT Cazadores Reposado,3479,1.0,0.0,0.0,2020-10-30,Tequila
DBL Cazadores Blanco,3480,1.0,7.0,7.0,2020-10-30,Tequila
SHOT Jack Ds Honey,3533,1.0,4.0,4.0,2020-10-30,Scotch/Whiskey
DBL Makers Mark,3534,1.0,9.0,9.0,2020-10-30,Bourbon
Tullamore Dew,3537,1.0,0.0,0.0,2020-10-30,Scotch/Whiskey
DBL Seagrams VO,3578,1.0,0.0,0.0,2020-10-30,Scotch/Whiskey
SHOT Bacardi Limon,3495,1.0,0.0,0.0,2020-10-30,Vodka
DBL Korbel,3452,1.0,6.0,6.0,2020-10-30,Brandy
RAIL Gin,3341,1.0,3.5,3.5,2020-10-30,Gin
Pinot Grigio,3333,1.0,5.0,5.0,2020-10-30,Wine
SHOT Skyy Peach,3665,1.0,0.0,0.0,2020-10-30,Vodka
DBL Bulleit Rye,3589,1.0,8.0,8.0,2020-10-30,Scotch/Whiskey
DBL J. Walker Black,3605,1.0,11.0,11.0,2020-10-30,Scotch/Whiskey
DBl Smirnoff,3646,1.0,6.0,6.0,2020-10-30,Vodka
DBL Skyy Raspb,3668,1.0,7.0,7.0,2020-10-30,Vodka
SHOT Skyy Orange,3677,1.0,0.0,0.0,2020-10-30,Vodka
DBL RAIL Vodka,3455,128.0,5.40234375,691.5,2019-11-01,Vodka
SHOT Tullamore Dew,3327,96.0,2.7916666666667,268.0,2019-11-01,Scotch/Whiskey
BTL Miller High Life,3122,87.0,2.3534482758621,204.75,2019-11-01,Beer
Skyy Raspberry BOMB,3369,75.0,2.24,168.0,2019-11-01,Vodka
Skyy Orange BOMB,3372,57.0,2.1052631578947,120.0,2019-11-01,Vodka
PINT Spotted Cow,3140,57.0,3.9473684210526,225.0,2019-11-01,Beer
SHOT Seagrams VO,3325,56.0,1.5535714285714,87.0,2019-11-01,Scotch/Whiskey
PINT Beer of the Week,3356,54.0,3.0,162.0,2019-11-01,Special
PINT Stein,3141,51.0,4.0,204.0,2019-11-01,Beer
Skyy Cherry BOMB,3370,49.0,2.6938775510204,132.0,2019-11-01,Vodka
Glass Water,3162,46.0,0.0,0.0,2019-11-01,NonAlcoholic
SHOT Cazadores Reposado,3479,44.0,3.0909090909091,136.0,2019-11-01,Tequila
CAN PBR 16oz,3129,43.0,4.0,172.0,2019-11-01,Beer
PINT Miller High Life,3137,41.0,2.9268292682927,120.0,2019-11-01,Beer
Cheese Curds,2728,37.0,6.5,240.5,2019-11-01,Appetizers
PINT Moon Man,3349,36.0,3.375,121.5,2019-11-01,Beer
PINT LKFT IPA,3136,35.0,3.7285714285714,130.5,2019-11-01,Beer
Sriracha Strips,2730,34.0,7.8382352941176,266.5,2019-11-01,Appetizers
PINT LKFT Hazy Rabbit,3348,32.0,4.03125,129.0,2019-11-01,Beer
Locust St. Wings HALF,2858,31.0,6.0483870967742,187.5,2019-11-01,Appetizers
Soda/Juice,3183,28.0,1.5,42.0,2019-11-01,NonAlcoholic
DBL RAIL Gin,3453,28.0,5.0714285714286,142.0,2019-11-01,Gin
DBL RAIL Whiskey,3459,28.0,5.0714285714286,142.0,2019-11-01,Scotch/Whiskey
PINT Miller Lite,3138,27.0,2.7777777777778,75.0,2019-11-01,Beer
Locust St Wings FULL,2729,27.0,11.074074074074,299.0,2019-11-01,Appetizers
PIT Schlitz,3144,26.0,11.0,286.0,2019-11-01,Beer
SHOT of the WEEK,3254,26.0,1.6153846153846,42.0,2019-11-01,Special
SHOT Goldschlager,3230,24.0,2.6666666666667,64.0,2019-11-01,Liqueur
BTL Miller Lite,3391,24.0,3.25,78.0,2019-11-01,Beer
Bloody Mary,3199,23.0,7.1739130434783,165.0,2019-11-01,Cocktail
GRILLED CHEESE,2734,23.0,4.7826086956522,110.0,2019-11-01,Sandwich
CHEESE burger,2841,23.0,6.2934782608696,144.75,2019-11-01,Burger
DBL RAIL Tequila,3461,22.0,5.1818181818182,114.0,2019-11-01,Tequila
SHOT Fernet,3507,20.0,2.6,52.0,2019-11-01,Liqueur
SHOT Ketel One,3659,20.0,4.0,80.0,2019-11-01,Vodka
DBL Titos,3654,20.0,8.0,160.0,2019-11-01,Vodka
3 PART COMBO,2831,20.0,12.05,241.0,2019-11-01,Fish
COMBO FRY,2736,19.0,10.426315789474,198.1,2019-11-01,Fish
All American Burger,2840,18.0,6.9722222222222,125.5,2019-11-01,Burger
WAR Burger,3028,18.0,7.5555555555556,136.0,2019-11-01,Burger
BTL Corona,3117,17.0,4.5,76.5,2019-11-01,Beer
Soft Pretzel Bites,2835,17.0,3.8235294117647,65.0,2019-11-01,Appetizers
French Fries,2731,17.0,2.0294117647059,34.5,2019-11-01,Side
RIVERWEST BURGER,2714,17.0,10.029411764706,170.5,2019-11-01,Burger
PIT Miller High Life,3142,17.0,11.0,187.0,2019-11-01,Beer
PIT Miller Lite,3143,17.0,11.0,187.0,2019-11-01,Beer
CAN Press Blk/Hyb,3130,17.0,4.4117647058824,75.0,2019-11-01,Hard Seltzer
PINT Schlitz,3139,16.0,2.625,42.0,2019-11-01,Beer
Tater Tots,2836,16.0,2.0,32.0,2019-11-01,Side
SIDE RANCH,2815,16.0,0.25,4.0,2019-11-01,Side
Monday Special,3032,16.0,6.5625,105.0,2019-11-01,Special
Kung Fu Quesadilla,2870,16.0,6.1875,99.0,2019-11-01,Appetizers
VBALL LITE,3410,16.0,0.0,0.0,2019-11-01,Special
PINT Angry Orchard,3352,16.0,3.9375,63.0,2019-11-01,Hard Cider
PINT Abita TurboDog,3353,16.0,3.1875,51.0,2019-11-01,Beer
Perch FRY,2830,15.0,10.25,153.75,2019-11-01,Fish
FISH FRY,2722,15.0,9.4533333333333,141.8,2019-11-01,Fish
Nachos,2808,14.0,7.0,98.0,2019-11-01,Appetizers
Plain Chicken Strips,2867,14.0,8.0714285714286,113.0,2019-11-01,Appetizers
CAN Coors Light,3116,14.0,4.0,56.0,2019-11-01,Beer
Sangria,3210,14.0,6.0,84.0,2019-11-01,Cocktail
Skyy Ginger BOMB,3371,14.0,3.4285714285714,48.0,2019-11-01,Vodka
DBL Captain Morgan,3496,14.0,8.0,112.0,2019-11-01,Rum
SHOT Cazadores Blanco,3481,13.0,1.8461538461538,24.0,2019-11-01,Tequila
DBL Jim Beam,3530,13.0,6.5384615384615,85.0,2019-11-01,Bourbon
SHOT RAIL Tequila,3462,13.0,3.0,39.0,2019-11-01,Tequila
SHOT Skyy,3663,13.0,3.0,39.0,2019-11-01,Vodka
Mimosa,3206,13.0,4.0,52.0,2019-11-01,Cocktail
Chix Caeser Wrap,2838,13.0,6.7692307692308,88.0,2019-11-01,Sandwich
Mush Swiss Burger,2715,13.0,8.0384615384615,104.5,2019-11-01,Burger
Thurs Burger,2886,12.0,5.25,63.0,2019-11-01,Burger
PIT Spotted Cow,3145,12.0,15.0,180.0,2019-11-01,Beer
VBALL HI-LIFE,3411,12.0,0.0,0.0,2019-11-01,Special
HH PINT Abita Wrought Iron,3354,11.0,3.2727272727273,36.0,2019-11-01,Happy Hour
Coke,3154,11.0,1.5,16.5,2019-11-01,NonAlcoholic
SHOT Jagermeister,3234,10.0,3.6,36.0,2019-11-01,Liqueur
HH PINT Guinness,3350,10.0,3.4,34.0,2019-11-01,Happy Hour
PIT WATER,3400,10.0,0.0,0.0,2019-11-01,NonAlcoholic
Skyy Apricot BOMB,3368,9.0,4.0,36.0,2019-11-01,Vodka
DBL Crown Royal,3528,9.0,8.7777777777778,79.0,2019-11-01,Scotch/Whiskey
Jive Turkey,2859,9.0,8.3888888888889,75.5,2019-11-01,Sandwich
HOLY MO!,2839,9.0,10.444444444444,94.0,2019-11-01,Burger
Chili Cheese Poutine,2801,9.0,7.0,63.0,2019-11-01,Appetizers
Cubano,2716,8.0,8.5625,68.5,2019-11-01,Sandwich
Spicy Popcorn Shrimp,2864,8.0,6.125,49.0,2019-11-01,Appetizers
Fancy Fries,2878,8.0,5.0,40.0,2019-11-01,Side
BTL Bud Light,3114,8.0,4.5,36.0,2019-11-01,Beer
SHOT Jameson,3317,8.0,2.0,16.0,2019-11-01,Scotch/Whiskey
RAIL Gin,3341,8.0,3.5,28.0,2019-11-01,Gin
BTL Modelo Especial,3124,8.0,4.5,36.0,2019-11-01,Beer
DBL RAIL Rum,3457,8.0,5.125,41.0,2019-11-01,Rum
DBL Skyy Ginger,3672,8.0,7.0,56.0,2019-11-01,Vodka
PINT Staghorn,3690,8.0,4.125,33.0,2019-11-01,Beer
SHOT Jose Cuervo,3475,7.0,2.5714285714286,18.0,2019-11-01,Tequila
Coke - Refill,3464,7.0,0.0,0.0,2019-11-01,NonAlcoholic
DBL Jack Daniels,3526,7.0,8.0,56.0,2019-11-01,Scotch/Whiskey
TUE Taco,3424,7.0,5.6428571428571,39.5,2019-11-01,Special
DBL RAIL Brandy,3448,7.0,5.0714285714286,35.5,2019-11-01,Brandy
DBL Hennessey,3449,7.0,11.0,77.0,2019-11-01,Brandy
Skyy Peach BOMB,3367,7.0,2.8571428571429,20.0,2019-11-01,Vodka
CAN Press GF/CAR,3133,7.0,5.0,35.0,2019-11-01,Hard Seltzer
Diet Coke,3158,7.0,1.5,10.5,2019-11-01,NonAlcoholic
PIT Stein,3146,7.0,15.0,105.0,2019-11-01,Beer
RAIL Vodka,3339,7.0,3.5,24.5,2019-11-01,Vodka
RAIL Whiskey,3340,7.0,3.5,24.5,2019-11-01,Scotch/Whiskey
SIDE Garlic Parm,2877,7.0,0.25,1.75,2019-11-01,Side
Thai Chicken Wrap,2880,7.0,8.5714285714286,60.0,2019-11-01,Sandwich
Chix Caesar Salad,2871,7.0,7.7857142857143,54.5,2019-11-01,Salad
Cup SOUP,2872,7.0,2.5,17.5,2019-11-01,Side
House Salad LG,2697,7.0,5.4285714285714,38.0,2019-11-01,Salad
Cheese Curd Burger,2879,6.0,11.0,66.0,2019-11-01,Burger
PIT LKFT IPA,3358,6.0,15.0,90.0,2019-11-01,Beer
VBALL SCHLITZ,3412,6.0,0.0,0.0,2019-11-01,Special
7-Up Refill,3463,6.0,0.0,0.0,2019-11-01,NonAlcoholic
SHOT Jim Beam,3531,5.0,2.4,12.0,2019-11-01,Bourbon
DBL Tullamore Dew,3536,5.0,8.0,40.0,2019-11-01,Scotch/Whiskey
SHOT Skyy Raspb,3669,5.0,3.0,15.0,2019-11-01,Vodka
SHOT Glenlivet 12yr,3604,5.0,5.0,25.0,2019-11-01,Scotch/Whiskey
Cup Chili,2873,5.0,2.5,12.5,2019-11-01,Side
Iggy Pop,2860,5.0,9.0,45.0,2019-11-01,Sandwich
BTL Blue Moon,3113,5.0,4.5,22.5,2019-11-01,Beer
FISH SANDWICH,2737,5.0,8.0,40.0,2019-11-01,Fish
House Salad SM,2837,5.0,3.5,17.5,2019-11-01,Salad
BBQ Pulled Pork,2842,5.0,7.6,38.0,2019-11-01,Sandwich
Jack Daniels,3315,5.0,5.0,25.0,2019-11-01,Scotch/Whiskey
BTL ODouls,3125,5.0,3.25,16.25,2019-11-01,Beer
CAN Press Pom/Gin,3131,5.0,3.0,15.0,2019-11-01,Hard Seltzer
Lemonade,3170,4.0,1.5,6.0,2019-11-01,NonAlcoholic
OUTSIDE,3253,4.0,0.0,0.0,2019-11-01,NO TYPE
SHOT Lemon Drop,3276,4.0,4.0,16.0,2019-11-01,Specialty Shots
Camel Lights,3247,4.0,10.0,40.0,2019-11-01,Other
Club Sub,2733,4.0,7.125,28.5,2019-11-01,Sandwich
Bowl SOUP,2713,4.0,4.0,16.0,2019-11-01,Side
BTL Budweiser,3115,4.0,4.5,18.0,2019-11-01,Beer
Breakfast BURGER,3033,4.0,8.0625,32.25,2019-11-01,Breakfast
Breakfast CLASSIC,3035,4.0,6.75,27.0,2019-11-01,Breakfast
SHOT Rehorst Vodka,3643,4.0,4.0,16.0,2019-11-01,Vodka
DBL Jameson,3538,4.0,8.0,32.0,2019-11-01,Scotch/Whiskey
Diet Coke - Refill,3465,4.0,0.0,0.0,2019-11-01,NonAlcoholic
SHOT Coconut Jack,3499,4.0,4.0,16.0,2019-11-01,Rum
PIT Beer of the Week,3362,4.0,11.0,44.0,2019-11-01,Special
PIT LKFT Hazy Rabbit,3359,3.0,15.0,45.0,2019-11-01,Beer
PINT K4 Fantasy Factory,3351,3.0,4.5,13.5,2019-11-01,Beer
PIT Moon Man,3357,3.0,15.0,45.0,2019-11-01,Beer
VBALL STEIN,3416,3.0,4.0,12.0,2019-11-01,Special
VBALL Beer of the Week,3413,3.0,0.0,0.0,2019-11-01,Special
DBL Bulleit Bourbon,3587,3.0,8.0,24.0,2019-11-01,Bourbon
SHOT Bulleit Bourbon,3588,3.0,2.6666666666667,8.0,2019-11-01,Bourbon
SHOT Jack Daniels,3527,3.0,2.6666666666667,8.0,2019-11-01,Scotch/Whiskey
SHOT Skyy Apricot,3667,3.0,3.0,9.0,2019-11-01,Vodka
SHOT Pearl Pom.,3639,3.0,2.6666666666667,8.0,2019-11-01,Vodka
SHOT Skyy Ginger,3673,3.0,3.0,9.0,2019-11-01,Vodka
Tracks Scramble,3045,3.0,8.1666666666667,24.5,2019-11-01,Breakfast
Breakfast BURRITO,3034,3.0,7.6666666666667,23.0,2019-11-01,Breakfast
Fish Tacos,2851,3.0,6.5,19.5,2019-11-01,Fish
Fancy Tots,2883,3.0,5.0,15.0,2019-11-01,Side
Bowl CHILI,2696,3.0,4.0,12.0,2019-11-01,Side
BROILED FISH FRY,2813,3.0,9.95,29.85,2019-11-01,Fish
Moscow Mule,3207,3.0,7.0,21.0,2019-11-01,Cocktail
Meyers Dark,3261,3.0,4.0,12.0,2019-11-01,Rum
RAIL Brandy,3342,3.0,4.5,13.5,2019-11-01,Brandy
RAIL Tequila,3344,3.0,3.8333333333333,11.5,2019-11-01,Tequila
Chardonnay,3331,3.0,5.0,15.0,2019-11-01,Wine
Red Bull Yellow,3177,3.0,0.0,0.0,2019-11-01,NonAlcoholic
CAN Press Lime,3132,3.0,3.3333333333333,10.0,2019-11-01,Hard Seltzer
BTL Pabst,3126,3.0,3.25,9.75,2019-11-01,Beer
CAN N.G. Staghorn,3135,3.0,5.0,15.0,2019-11-01,Beer
CAN Schlitz 16oz,3134,2.0,4.0,8.0,2019-11-01,Beer
Seltzer,3180,2.0,1.5,3.0,2019-11-01,NonAlcoholic
