item,item_code,quantity,unit_price,total_sales_amount,date,Type
PIT Abita TurboDog,3363,3.0,15.0,45.0,2019-08-02,Beer
PIT Abita Wrought Iron,3364,3.0,15.0,45.0,2019-08-02,Beer
DBL Hendricks Gin,3485,3.0,9.0,27.0,2019-08-02,Gin
DBL Bombay Sapphire,3486,3.0,8.6666666666667,26.0,2019-08-02,Gin
SHOT of the WEEK,3254,3.0,3.0,9.0,2019-08-02,Special
Seltzer,3180,3.0,1.5,4.5,2019-08-02,NonAlcoholic
Texas Cosmo,3211,3.0,8.0,24.0,2019-08-02,Cocktail
Desperado,3044,3.0,10.0,30.0,2019-08-02,Tequila
Ham n Swiss,3048,3.0,7.0,21.0,2019-08-02,Sandwich
Iced Tea,3167,3.0,1.5,4.5,2019-08-02,NonAlcoholic
Bowl SOUP,2713,3.0,4.0,12.0,2019-08-02,Side
Cheese Fries,2740,2.0,3.0,6.0,2019-08-02,Side
Bowl CHILI,2696,2.0,4.0,8.0,2019-08-02,Side
SHRIMP FRY,2735,2.0,9.95,19.9,2019-08-02,Fish
Hush Puppies,2809,2.0,6.5,13.0,2019-08-02,Appetizers
SIDE HONEY MUSTARD,2751,2.0,0.25,0.5,2019-08-02,Side
SIDE HORSE MAYO,2753,2.0,0.25,0.5,2019-08-02,Side
2 EGGS,3036,2.0,2.0,4.0,2019-08-02,Breakfast
Sandwich of the Week,2887,2.0,6.0,12.0,2019-08-02,Special
Shrimp Tacos,2874,2.0,6.5,13.0,2019-08-02,Fish
SIDE Sweet Chili,2875,2.0,0.25,0.5,2019-08-02,Side
SIDE Sm Nacho Chez,2852,2.0,0.75,1.5,2019-08-02,Side
SIDE Mayo,2849,2.0,0.25,0.5,2019-08-02,Side
Lemonade,3170,2.0,1.5,3.0,2019-08-02,NonAlcoholic
7-UP,3147,2.0,1.5,3.0,2019-08-02,NonAlcoholic
BTL Water,3149,2.0,2.0,4.0,2019-08-02,NonAlcoholic
El Diablo,3047,2.0,7.0,14.0,2019-08-02,Breakfast
Trinidad Tea,3213,2.0,8.0,16.0,2019-08-02,Cocktail
Tully Peach Tea,3214,2.0,8.0,16.0,2019-08-02,Cocktail
Shirley Temple,3182,2.0,1.75,3.5,2019-08-02,NonAlcoholic
Black Manhattan,3194,2.0,8.0,16.0,2019-08-02,Cocktail
Red Bull,3175,2.0,3.5,7.0,2019-08-02,NonAlcoholic
Root Beer,3178,2.0,1.5,3.0,2019-08-02,NonAlcoholic
DBL of the WEEK,3251,2.0,6.0,12.0,2019-08-02,Special
Skyy Raspberry,3302,2.0,4.0,8.0,2019-08-02,Vodka
DBL Captain Morgan,3496,2.0,8.0,16.0,2019-08-02,Rum
DBL Coconut Jack,3498,2.0,6.0,12.0,2019-08-02,Rum
VBALL Angry Orchard,3422,2.0,4.0,8.0,2019-08-02,Special
7-Up Refill,3463,2.0,0.0,0.0,2019-08-02,NonAlcoholic
SHOT RAIL Vodka,3456,2.0,3.0,6.0,2019-08-02,Vodka
VBALL HAZY RABBIT,3418,2.0,4.0,8.0,2019-08-02,Special
Pinot Grigio,3333,2.0,5.0,10.0,2019-08-02,Wine
DBL Wild Turkey 101,3615,2.0,8.0,16.0,2019-08-02,Scotch/Whiskey
DBL Skyy Ginger,3672,2.0,7.0,14.0,2019-08-02,Vodka
DBL J. Walker Black,3605,2.0,11.0,22.0,2019-08-02,Scotch/Whiskey
DBL Pearl Cucumber,3640,2.0,7.0,14.0,2019-08-02,Vodka
SHOT Campari,3549,2.0,3.0,6.0,2019-08-02,Liqueur
DBL Seagrams VO,3578,1.0,7.0,7.0,2019-08-02,Scotch/Whiskey
Jameson,3539,1.0,5.0,5.0,2019-08-02,Scotch/Whiskey
SHOT Jim Beam,3531,1.0,4.0,4.0,2019-08-02,Bourbon
DBL Makers Mark,3534,1.0,8.0,8.0,2019-08-02,Bourbon
DBL Tullamore Dew,3536,1.0,8.0,8.0,2019-08-02,Scotch/Whiskey
DBl Smirnoff,3646,1.0,6.0,6.0,2019-08-02,Vodka
DBL Dewars,3609,1.0,8.0,8.0,2019-08-02,Scotch/Whiskey
DBL Bulleit Bourbon,3587,1.0,8.0,8.0,2019-08-02,Bourbon
DBL Seagrams 7,3594,1.0,7.0,7.0,2019-08-02,Scotch/Whiskey
DBL Skyy Orange,3676,1.0,7.0,7.0,2019-08-02,Vodka
SHOT Skyy Orange,3677,1.0,3.0,3.0,2019-08-02,Vodka
SHOT Ketel One,3659,1.0,4.0,4.0,2019-08-02,Vodka
SHOT Skyy Peach,3665,1.0,3.0,3.0,2019-08-02,Vodka
DBL Skyy Raspb,3668,1.0,7.0,7.0,2019-08-02,Vodka
SHOT Skyy Raspb,3669,1.0,3.0,3.0,2019-08-02,Vodka
RAIL Whiskey,3340,1.0,3.5,3.5,2019-08-02,Scotch/Whiskey
RAIL Rum,3343,1.0,3.5,3.5,2019-08-02,Rum
VBALL Summer Shandy,3421,1.0,4.0,4.0,2019-08-02,Special
SHOT RAIL Tequila,3462,1.0,3.0,3.0,2019-08-02,Tequila
Coke - Refill,3464,1.0,0.0,0.0,2019-08-02,NonAlcoholic
Seltzer - Refill,3469,1.0,0.0,0.0,2019-08-02,NonAlcoholic
Orange JC - Refill,3471,1.0,0.0,0.0,2019-08-02,NonAlcoholic
SHOT Bacardi Limon,3495,1.0,3.0,3.0,2019-08-02,Vodka
DBL Crown Royal,3528,1.0,8.0,8.0,2019-08-02,Scotch/Whiskey
DBL Jose Cuervo,3474,1.0,6.0,6.0,2019-08-02,Tequila
DBL Cazadores Reposado,3478,1.0,7.0,7.0,2019-08-02,Tequila
Chardonnay,3331,1.0,5.0,5.0,2019-08-02,Wine
Bacardi,3255,1.0,4.0,4.0,2019-08-02,Vodka
Pineapple JC,3174,1.0,1.5,1.5,2019-08-02,NonAlcoholic
Sangria,3210,1.0,6.0,6.0,2019-08-02,Cocktail
Mimosa,3206,1.0,4.0,4.0,2019-08-02,Cocktail
Brew Crew Margarita,3200,1.0,7.0,7.0,2019-08-02,Cocktail
Irish Coffee,3202,1.0,7.0,7.0,2019-08-02,Cocktail
BTL Bud Light,3114,1.0,4.0,4.0,2019-08-02,Beer
BTL LH Milk Stout,3119,1.0,6.0,6.0,2019-08-02,Beer
Toast SIDE,2854,1.0,1.5,1.5,2019-08-02,Side
SIDE Olives,2847,1.0,0.0,0.0,2019-08-02,Side
SIDE Garlic Parm,2877,1.0,0.25,0.25,2019-08-02,Side
SIDE Sriracha Mayo,2865,1.0,0.25,0.25,2019-08-02,Side
Breakfast BURGER,3033,1.0,8.5,8.5,2019-08-02,Breakfast
2 MEAT,3037,1.0,2.25,2.25,2019-08-02,Breakfast
Side Breakfast POTATO,3038,1.0,2.0,2.0,2019-08-02,Breakfast
Breakfast Sammy,3046,1.0,6.5,6.5,2019-08-02,Breakfast
SIDE GUACAMOLE,2757,1.0,1.0,1.0,2019-08-02,Side
COLE SLAW,2799,1.0,1.5,1.5,2019-08-02,Side
Toasted Roll,2812,1.0,0.5,0.5,2019-08-02,Side
SIDE BLEU CHEZ,2818,1.0,0.25,0.25,2019-08-02,Side
Perch Sandwich,2832,1.0,8.0,8.0,2019-08-02,Fish
SIDE SOUR CREAM,2750,1.0,0.25,0.25,2019-08-02,Side
DBL RAIL Vodka,3455,120.0,5.0979166666667,611.75,2021-08-06,Vodka
Skyy Cherry BOMB,3370,101.0,2.3762376237624,240.0,2021-08-06,Vodka
PINT Stein,3141,74.0,3.3445945945946,247.5,2021-08-06,Beer
PINT Spotted Cow,3140,55.0,3.9818181818182,219.0,2021-08-06,Beer
SHOT Seagrams VO,3325,53.0,2.0943396226415,111.0,2021-08-06,Scotch/Whiskey
SHOT Jameson,3317,49.0,3.6734693877551,180.0,2021-08-06,Scotch/Whiskey
PIT Miller Lite,3143,46.0,11.0,506.0,2021-08-06,Beer
CAN PBR 16oz,3129,45.0,3.7333333333333,168.0,2021-08-06,Beer
CAN Press Blk/Hyb,3130,43.0,5.0,215.0,2021-08-06,Hard Seltzer
Sriracha Strips,2730,39.0,8.0384615384615,313.5,2021-08-06,Appetizers
Skyy Peach BOMB,3367,38.0,3.6842105263158,140.0,2021-08-06,Vodka
SHOT Tullamore Dew,3327,37.0,3.3513513513514,124.0,2021-08-06,Scotch/Whiskey
Glass Water,3162,35.0,0.0,0.0,2021-08-06,NonAlcoholic
CAN Press Pom/Gin,3131,34.0,5.0,170.0,2021-08-06,Hard Seltzer
SHOT Cazadores Reposado,3479,33.0,3.1515151515152,104.0,2021-08-06,Tequila
PINT Moon Man,3349,32.0,2.4375,78.0,2021-08-06,Beer
PIT Schlitz,3144,32.0,8.25,264.0,2021-08-06,Beer
Cheese Curds,2728,31.0,7.3790322580645,228.75,2021-08-06,Appetizers
PIT Spotted Cow,3145,28.0,15.0,420.0,2021-08-06,Beer
SHOT Fernet,3507,28.0,2.8571428571429,80.0,2021-08-06,Liqueur
PINT LKFT IPA,3136,27.0,3.8888888888889,105.0,2021-08-06,Beer
GRILLED CHEESE,2734,25.0,3.0,75.0,2021-08-06,Sandwich
Locust St Wings FULL,2729,24.0,14.479166666667,347.5,2021-08-06,Appetizers
Locust St. Wings HALF,2858,23.0,7.3260869565217,168.5,2021-08-06,Appetizers
PINT Miller High Life,3137,23.0,2.7391304347826,63.0,2021-08-06,Beer
PINT LKFT Hazy Rabbit,3348,23.0,4.2391304347826,97.5,2021-08-06,Beer
Skyy Orange BOMB,3372,22.0,2.7272727272727,60.0,2021-08-06,Vodka
SHOT Cazadores Blanco,3481,22.0,3.6363636363636,80.0,2021-08-06,Tequila
DBL RAIL Whiskey,3459,22.0,5.3181818181818,117.0,2021-08-06,Scotch/Whiskey
CAN Press Lime,3132,22.0,5.0,110.0,2021-08-06,Hard Seltzer
All American Burger,2840,22.0,7.1363636363636,157.0,2021-08-06,Burger
CAN Press GF/CAR,3133,21.0,5.0,105.0,2021-08-06,Hard Seltzer
PIT Miller High Life,3142,20.0,10.45,209.0,2021-08-06,Beer
CAN Coors Light,3116,20.0,3.2,64.0,2021-08-06,Beer
Chix Caeser Wrap,2838,20.0,9.2875,185.75,2021-08-06,Sandwich
FISH FRY,2722,20.0,10.3125,206.25,2021-08-06,Fish
Skyy Raspberry BOMB,3369,20.0,3.6,72.0,2021-08-06,Vodka
BTL Miller Lite,3391,17.0,2.1029411764706,35.75,2021-08-06,Beer
VBALL HI-LIFE,3411,17.0,0.0,0.0,2021-08-06,Special
VBALL LITE,3410,16.0,0.0,0.0,2021-08-06,Special
PIT LKFT Hazy Rabbit,3359,16.0,15.0,240.0,2021-08-06,Beer
RIVERWEST BURGER,2714,16.0,10.565625,169.05,2021-08-06,Burger
PIT Stein,3146,16.0,13.125,210.0,2021-08-06,Beer
DBL Titos,3654,16.0,8.25,132.0,2021-08-06,Vodka
DBL Skyy Raspb,3668,16.0,7.125,114.0,2021-08-06,Vodka
Patty Melt,3705,16.0,8.4375,135.0,2021-08-06,Sandwich
Nashville Hot Chicken,3706,15.0,9.0586666666667,135.88,2021-08-06,Entree
Perch FRY,2830,15.0,13.023333333333,195.35,2021-08-06,Fish
French Fries,2731,14.0,1.8928571428571,26.5,2021-08-06,Side
PINT Angry Orchard,3352,14.0,3.9642857142857,55.5,2021-08-06,Hard Cider
Buffalo Chicken Sammy,3707,14.0,9.1164285714286,127.63,2021-08-06,Sandwich
DBL RAIL Gin,3453,13.0,5.1538461538462,67.0,2021-08-06,Gin
DBL Cazadores Blanco,3480,13.0,7.0,91.0,2021-08-06,Tequila
